mesa_id,municipio,candidato_1,candidato_2,candidato_3,candidato_4,candidato_5,votos_nulos,total_votos,capacidad_mesa,tiene_anomalia,tipo_anomalia,z_candidato_1,z_candidato_2,z_candidato_3,z_candidato_4,z_candidato_5,z_votos_nulos,z_total_votos,max_zscore,sospechosa_zscore
Mesa_014,Jalapa,14,50,61,44,18,6,193,200,False,,-1.33434606351126,0.3193330250980699,0.9389547998299609,0.10862844972070088,-1.0114640619186988,-0.6652100574338695,-0.710699489070911,1.33434606351126,False
Mesa_015,Zacapa,50,37,73,60,68,4,292,200,False,,0.3763540179134324,-0.29295743600442387,1.5705387459039255,1.023394342105551,1.3473607093469235,-0.9162327206164618,1.7188326040927688,1.7188326040927688,False
Mesa_016,Chiquimula,43,27,41,78,43,18,250,200,False,,0.043717890969742226,-0.7639500983909575,-0.11368511029331345,2.0525059710385074,0.16794832371411242,0.8409259216616839,0.688122019114238,2.0525059710385074,False
Mesa_017,Izabal,64,61,56,38,27,16,262,200,False,,1.041626271800813,0.8374249537232569,0.6757948222991423,-0.23440875992361793,-0.5868756030908867,0.5899032584790916,0.9826107576795324,1.041626271800813,False
Mesa_018,Alta Verapaz,73,21,16,24,29,20,183,200,False,,1.469301292156986,-1.0465456958228778,-1.4294849979474065,-1.0348289157603618,-0.4925226122402618,1.091948584844276,-0.9561067712086564,1.469301292156986,False
Mesa_019,Baja Verapaz,30,64,18,59,58,19,248,200,False,,-0.5740349162113967,0.978722752439217,-1.324221006935079,0.9662214738314979,0.875595755093799,0.96643725325298,0.6390405626866889,1.324221006935079,False
Mesa_020,Petén,30,47,39,23,22,38,199,200,True,participacion_extrema,-0.5740349162113967,0.17803522638210978,-0.21894910130564088,-1.092001784034415,-0.8227580802174489,3.3511525534876063,-0.5634551197882637,3.3511525534876063,True
Mesa_021,Huehuetenango,78,44,53,24,47,13,259,200,False,,1.7068985256881932,0.03673742766614968,0.5178988357806511,-1.0348289157603618,0.3566543054153622,0.21336926370520332,0.9089885730382089,1.7068985256881932,False
Mesa_022,Ixcán,30,68,10,43,74,5,230,200,False,,-0.5740349162113967,1.1671198173938304,-1.7452769709843887,0.05145558144664774,1.6304196818987982,-0.7907213890251656,0.19730745483874712,1.7452769709843887,False
Mesa_023,San Pedro,74,23,48,74,35,4,258,200,False,,1.5168207388632275,-0.952347163345571,0.25473885824983256,1.8238144979422948,-0.20946363968838713,-0.9162327206164618,0.8844478448244343,1.8238144979422948,False
Mesa_024,Cobán,57,30,79,77,10,19,260,200,True,total_incorrecto,0.7089901448571226,-0.6226522996749975,1.8863307189409078,1.9953331027644543,-1.3888760253211982,0.96643725325298,0.9335293012519834,1.9953331027644543,False
Mesa_025,Flores,51,72,12,24,56,9,224,200,False,,0.4238734646196739,1.355516882348444,-1.6400129799720613,-1.0348289157603618,0.7812427642431742,-0.28867606265998114,0.05006308555609987,1.6400129799720613,False
Mesa_026,Mixco,40,17,40,20,20,15,152,200,False,,-0.09884044914898216,-1.2349427607774912,-0.16631710579947717,-1.2635203888565743,-0.9171110710680738,0.46439192688779557,-1.7168693458356672,1.7168693458356672,False
Mesa_027,Amatitlán,18,78,26,26,70,17,235,200,False,,-1.1442682766862942,1.6381124797803641,-0.9031650428857692,-0.9204831792122555,1.4417137001975484,0.7154145900703878,0.32001109590761984,1.6381124797803641,False
Mesa_028,Palencia,31,43,77,64,37,17,269,200,False,,-0.5265154695051553,-0.010361838572503687,1.7810667279285803,1.2520858152017635,-0.11511064883776226,0.7154145900703878,1.1543958551759543,1.7810667279285803,False
Mesa_029,Chinautla,35,49,61,57,66,16,284,200,False,,-0.3364376826801894,0.27223375885941653,0.9389547998299609,0.8518757372833916,1.2530077184962987,0.5899032584790916,1.5225067783825723,1.5225067783825723,False
Mesa_030,San Juan Sacatepéquez,67,25,41,38,18,10,199,200,False,,1.1841846119195372,-0.8581486308682643,-0.11368511029331345,-0.23440875992361793,-1.0114640619186988,-0.16316473106868504,-0.5634551197882637,1.1841846119195372,False
Mesa_031,Santa Catarina,12,80,39,38,10,2,181,200,False,,-1.429384956923743,1.7323110122576708,-0.21894910130564088,-0.23440875992361793,-1.3888760253211982,-1.167255383799054,-1.0051882276362054,1.7323110122576708,False
Mesa_032,Villa Canales,50,38,46,35,13,0,182,200,True,votos_nulos_cero,0.3763540179134324,-0.24585816976577052,0.14947486723750514,-0.40592736474577734,-1.247346539045261,-1.4182780469816463,-0.9806474994224309,1.4182780469816463,False
Mesa_033,Fraijanes,75,40,45,72,37,17,286,200,False,,1.564340185569469,-0.1516596372884638,0.09684287173134142,1.7094687613941886,-0.11511064883776226,0.7154145900703878,1.5715882348101216,1.7094687613941886,False
Mesa_034,San Raymundo,26,70,41,70,62,6,275,200,False,,-0.7641127030363626,1.2613183498711371,-0.11368511029331345,1.5951230248460824,1.064301736795049,-0.6652100574338695,1.3016402244586016,1.5951230248460824,False
Mesa_035,Chuarrancho,22,22,65,55,64,13,241,200,False,,-0.9541904898613284,-0.9994464295842244,1.1494827818546158,0.7375300007352853,1.1586547276456738,0.21336926370520332,0.46725546519026706,1.1586547276456738,False
Mesa_036,San José Pinula,69,16,22,17,61,10,195,200,False,,1.2792235053320202,-1.2820420270161446,-1.113693024910424,-1.4350389936787338,1.0171252413697365,-0.16316473106868504,-0.6616180326433618,1.4350389936787338,False
Mesa_037,San Pedro Ayampuc,23,41,34,34,78,14,224,200,False,,-0.906671043155087,-0.10456037104981042,-0.4821090788364595,-0.46310023301983044,1.819125663600048,0.33888059529649944,0.05006308555609987,1.819125663600048,False
Mesa_038,Tajumulco,27,64,33,45,69,7,266,200,True,total_incorrecto,-0.7165932563301212,0.978722752439217,-0.5347410743426232,0.165801317994754,1.394537204772236,-0.5396987258425734,1.0807736705346307,1.394537204772236,False
Mesa_039,Sibinal,19,66,80,22,16,20,223,200,False,,-1.0967488299800527,1.0729212849165237,1.9389627144470716,-1.149174652308468,-1.1058170527693236,1.091948584844276,0.02552235734232533,1.9389627144470716,False
Mesa_040,Tejutla,79,11,21,40,31,13,195,200,False,,1.7544179723944346,-1.5175383582094113,-1.1663250204165878,-0.12006302337551167,-0.3981696213896369,0.21336926370520332,-0.6616180326433618,1.7544179723944346,False
Mesa_041,Malacatán,72,71,37,61,17,5,263,200,False,,1.4217818454507445,1.3084176161097905,-0.3242130923179683,1.0805672103796042,-1.0586405573440112,-0.7907213890251656,1.007151485893307,1.4217818454507445,False
Mesa_042,El Quiché,58,10,59,43,68,9,247,200,False,,0.7565095915633641,-1.5646376244480649,0.8336908088176335,0.05145558144664774,1.3473607093469235,-0.28867606265998114,0.6144998344729143,1.5646376244480649,False
Mesa_043,Nebaj,64,72,29,34,47,6,252,200,False,,1.041626271800813,1.355516882348444,-0.745269056367278,-0.46310023301983044,0.3566543054153622,-0.6652100574338695,0.737203475541787,1.355516882348444,False
Mesa_044,Chichicastenango,17,79,17,50,17,1,181,200,False,,-1.1917877233925358,1.6852117460190175,-1.3768530024412426,0.4516656593650197,-1.0586405573440112,-1.2927667153903502,-1.0051882276362054,1.6852117460190175,False
Mesa_045,Jacaltenango,33,33,47,24,24,34,195,200,True,participacion_extrema,-0.43147657609267237,-0.48135450095903737,0.20210686274366885,-1.0348289157603618,-0.728405089366824,2.849107227122422,-0.6616180326433618,2.849107227122422,True
Mesa_046,Barillas,20,33,18,18,40,12,141,200,False,,-1.0492293832738113,-0.48135450095903737,-1.324221006935079,-1.3778661254046807,0.026418837438175077,0.08785793211390719,-1.9868173561871871,1.9868173561871871,False
Mesa_047,Todos Santos,25,41,15,20,63,18,182,200,False,,-0.811632149742604,-0.10456037104981042,-1.48211699345357,-1.2635203888565743,1.1114782322203614,0.8409259216616839,-0.9806474994224309,1.48211699345357,False
Mesa_048,San Mateo,76,50,43,36,50,7,262,200,False,,1.6118596322757104,0.3193330250980699,-0.008421119280986015,-0.3487544964717242,0.4981837916912995,-0.5396987258425734,0.9826107576795324,1.6118596322757104,False
Mesa_049,Olintepeque,31,32,50,33,23,0,169,200,True,votos_nulos_cero,-0.5265154695051553,-0.5284537671976907,0.36000284926216003,-0.5202731012938836,-0.7755815847921365,-1.4182780469816463,-1.2996769662015,1.4182780469816463,False
Mesa_050,Zunil,19,11,68,22,19,17,156,200,False,,-1.0967488299800527,-1.5175383582094113,1.3073787683731068,-1.149174652308468,-0.9642875664933862,0.7154145900703878,-1.618706432980569,1.618706432980569,False
