form_id,field,crop_path,x1,y1,x2,y2,source_file,processed_path
E14_003,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_003/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_003.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_003/E14_003_processed.png
E14_003,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_003/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_003.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_003/E14_003_processed.png
E14_003,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_003/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_003.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_003/E14_003_processed.png
E14_003,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_003/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_003.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_003/E14_003_processed.png
E14_003,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_003/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_003.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_003/E14_003_processed.png
E14_004,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_004,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_004/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_004.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_004/E14_004_processed.png
E14_005,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_005,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_005/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_005.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_005/E14_005_processed.png
E14_006,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_006,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_006/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_006.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_006/E14_006_processed.png
E14_007,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_007,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_007/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_007.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_007/E14_007_processed.png
E14_008,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_nulos,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_nulos.png,670,875,925,923,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,votos_no_marcados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/votos_no_marcados.png,675,918,922,964,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_008,total_mesa,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_008/total_mesa.png,662,960,925,1012,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_008.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_008/E14_008_processed.png
E14_009,total_sufragantes,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/total_sufragantes.png,48,417,304,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
E14_009,votos_en_urna,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/votos_en_urna.png,357,417,611,463,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
E14_009,votos_incinerados,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/votos_incinerados.png,672,422,927,462,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
E14_009,votos_candidato_1,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/votos_candidato_1.png,674,552,936,617,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
E14_009,votos_candidato_2,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/votos_candidato_2.png,670,710,930,782,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
E14_009,votos_blanco,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/crops/E14_009/votos_blanco.png,669,825,925,876,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/raw/E14Cali_Zona13_01/E14_009.pdf,C:/Users/muril/Documents/GitHub/deteccion-fraude-d14/data/processed/E14_009/E14_009_processed.png
